Event_ID,Timestamp,Plant,Production_Line,Machine_ID,Shift,Downtime_Reason,Downtime_Category,Downtime_Minutes,Production_Loss_Units,Cost_Per_Unit,Downtime_Cost,Operator_ID,Maintenance_Team,Planned_Flag
DT-115775,02/12/2023 1:00,Plant B,Line-3,M-21,Night,Operator Error,Human,180,181,56,10136,OP-376,MT-1,0
DT-105998,06/01/2023 2:00,Plant B,Line-3,M-21,Night,Power Outage,External,171,324,29,9396,OP-384,MT-1,0
DT-107470,06/10/2023 22:00,Plant C,Line-3,M-21,Evening,Material Shortage,Supply Chain,183,466,53,24698,OP-426,MT-2,0
DT-100569,24/11/2024 1:00,Plant B,Line-3,M-21,Night,Unplanned Maintenance,Unplanned,66,420,32,13440,OP-446,MT-2,0
DT-106363,15/01/2023 19:00,Plant C,Line-3,M-21,Night,Operator Error,Human,357,287,52,14924,OP-449,MT-2,0
DT-104083,04/09/2024 10:00,Plant C,Line-3,M-21,Night,Material Shortage,Supply Chain,301,213,25,5325,OP-459,MT-3,0
DT-119782,07/12/2023 21:00,Plant A,Line-3,M-21,Morning,Power Outage,External,134,301,40,12040,OP-113,MT-2,0
DT-112175,21/08/2023 13:00,Plant C,Line-3,M-21,Morning,Operator Error,Human,170,386,57,22002,OP-466,MT-3,0
DT-101167,31/10/2023 15:00,Plant A,Line-3,M-21,Evening,Electrical Issue,Technical,329,242,18,4356,OP-205,MT-2,0
DT-116156,14/08/2023 4:00,Plant A,Line-3,M-21,Evening,Electrical Issue,Technical,146,491,44,21604,OP-211,MT-1,0
DT-110122,14/06/2024 11:00,Plant C,Line-3,M-21,Night,Power Outage,External,134,143,43,6149,OP-487,MT-4,0
DT-108250,11/03/2023 21:00,Plant A,Line-3,M-21,Evening,Electrical Issue,Technical,240,193,26,5018,OP-246,MT-2,0
DT-115494,12/08/2024 0:00,Plant C,Line-5,M-21,Evening,Mechanical Failure,Technical,40,361,17,6137,OP-610,MT-1,0
DT-117520,12/05/2024 1:00,Plant B,Line-3,M-21,Morning,Operator Error,Human,89,33,44,1452,OP-489,MT-3,0
DT-111433,12/04/2024 15:00,Plant A,Line-3,M-21,Evening,Power Outage,External,55,58,34,1972,OP-275,MT-3,0
DT-115105,04/03/2023 18:00,Plant A,Line-3,M-21,Morning,Electrical Issue,Technical,257,436,55,23980,OP-321,MT-1,0
DT-109452,04/04/2024 14:00,Plant A,Line-3,M-21,Night,Unplanned Maintenance,Unplanned,16,275,57,15675,OP-328,MT-4,0
DT-111658,15/02/2024 19:00,Plant A,Line-3,M-21,Morning,Safety Stop,Compliance,74,317,16,5072,OP-336,MT-2,0
DT-108665,30/07/2024 9:00,Plant A,Line-3,M-21,Morning,Safety Stop,Compliance,288,209,46,9614,OP-384,MT-4,0
DT-103338,01/08/2023 15:00,Plant B,Line-3,M-21,Evening,Safety Stop,Compliance,331,135,19,2565,OP-518,MT-5,0
DT-101292,24/03/2023 12:00,Plant A,Line-3,M-21,Morning,Electrical Issue,Technical,330,423,41,17343,OP-394,MT-2,0
DT-108479,30/03/2024 20:00,Plant A,Line-3,M-21,Morning,Unplanned Maintenance,Unplanned,203,167,24,4008,OP-398,MT-1,0
DT-118747,25/02/2024 22:00,Plant A,Line-3,M-21,Night,Safety Stop,Compliance,222,307,42,12894,OP-399,MT-1,0
DT-101558,24/10/2023 10:00,Plant A,Line-3,M-21,Morning,Mechanical Failure,Technical,39,348,41,14268,OP-445,MT-5,0
DT-118921,11/06/2023 13:00,Plant B,Line-3,M-21,Evening,Planned Maintenance,Planned,105,284,48,13632,OP-531,MT-4,1
DT-100951,15/12/2023 4:00,Plant A,Line-3,M-21,Morning,Planned Maintenance,Planned,121,375,43,16125,OP-475,MT-4,1
DT-104591,28/03/2023 16:00,Plant A,Line-3,M-21,Evening,Electrical Issue,Technical,116,420,38,15960,OP-522,MT-5,0
DT-111737,07/07/2023 19:00,Plant C,Line-3,M-21,Morning,Power Outage,External,143,405,46,18630,OP-542,MT-3,0
DT-110005,05/09/2023 22:00,Plant A,Line-3,M-21,Morning,Electrical Issue,Technical,330,87,56,4872,OP-548,MT-4,0
DT-104522,07/10/2023 23:00,Plant C,Line-5,M-21,Evening,Unplanned Maintenance,Unplanned,310,73,56,4088,OP-612,MT-4,0
DT-109485,27/05/2024 6:00,Plant B,Line-3,M-21,Morning,Operator Error,Human,25,350,19,6650,OP-551,MT-1,0
DT-116059,01/11/2023 14:00,Plant A,Line-3,M-21,Evening,Safety Stop,Compliance,283,255,32,8160,OP-610,MT-1,0
DT-110020,24/02/2024 18:00,Plant C,Line-3,M-21,Morning,Power Outage,External,11,71,41,2911,OP-560,MT-2,0
DT-101348,23/09/2023 8:00,Plant A,Line-3,M-21,Evening,Planned Maintenance,Planned,56,227,18,4086,OP-651,MT-4,1
DT-109568,02/01/2024 14:00,Plant C,Line-3,M-21,Night,Unplanned Maintenance,Unplanned,22,365,39,14235,OP-566,MT-5,0
DT-100815,24/11/2023 15:00,Plant A,Line-3,M-21,Evening,Safety Stop,Compliance,344,22,18,396,OP-657,MT-3,0
DT-106506,16/01/2024 0:00,Plant A,Line-3,M-21,Evening,Power Outage,External,342,108,24,2592,OP-660,MT-3,0
DT-106979,15/02/2024 3:00,Plant A,Line-3,M-21,Night,Power Outage,External,117,438,52,22776,OP-661,MT-3,0
DT-107681,05/09/2023 3:00,Plant A,Line-3,M-21,Evening,Unplanned Maintenance,Unplanned,105,410,51,20910,OP-674,MT-3,0
DT-104574,19/12/2023 0:00,Plant A,Line-3,M-21,Evening,Electrical Issue,Technical,343,375,50,18750,OP-683,MT-5,0
DT-113362,23/01/2023 5:00,Plant A,Line-3,M-21,Evening,Mechanical Failure,Technical,331,36,22,792,OP-713,MT-5,0
DT-100724,01/04/2024 10:00,Plant C,Line-3,M-21,Night,Unplanned Maintenance,Unplanned,152,209,58,12122,OP-584,MT-1,0
DT-100226,15/06/2024 13:00,Plant B,Line-3,M-21,Night,Power Outage,External,342,332,58,19256,OP-587,MT-2,0
DT-117127,06/12/2024 6:00,Plant B,Line-3,M-21,Night,Operator Error,Human,8,17,44,748,OP-587,MT-5,0
DT-111559,30/05/2024 11:00,Plant A,Line-3,M-21,Evening,Electrical Issue,Technical,320,278,35,9730,OP-752,MT-3,0
DT-119999,05/08/2024 13:00,Plant B,Line-3,M-21,Evening,Operator Error,Human,87,178,50,8900,OP-596,MT-2,0
DT-113378,24/02/2023 3:00,Plant B,Line-3,M-21,Night,Planned Maintenance,Planned,48,227,33,7491,OP-599,MT-5,1
DT-109556,01/04/2023 0:00,Plant A,Line-3,M-21,Evening,Power Outage,External,101,29,51,1479,OP-819,MT-2,0
DT-110385,03/06/2023 6:00,Plant C,Line-1,M-21,Night,Operator Error,Human,351,78,41,3198,OP-614,MT-4,0
DT-116095,08/12/2023 8:00,Plant C,Line-5,M-21,Morning,Planned Maintenance,Planned,184,38,57,2166,OP-614,MT-5,1
DT-111509,19/08/2024 18:00,Plant A,Line-3,M-21,Night,Planned Maintenance,Planned,359,33,45,1485,OP-831,MT-5,1
DT-106333,22/10/2023 8:00,Plant A,Line-3,M-21,Morning,Material Shortage,Supply Chain,331,65,31,2015,OP-845,MT-1,0
DT-113692,18/01/2024 0:00,Plant A,Line-3,M-21,Night,Planned Maintenance,Planned,182,205,22,4510,OP-888,MT-3,1
DT-114006,23/01/2023 15:00,Plant A,Line-3,M-21,Evening,Planned Maintenance,Planned,316,252,41,10332,OP-909,MT-3,1
DT-105623,20/05/2024 6:00,Plant A,Line-3,M-21,Evening,Electrical Issue,Technical,269,20,31,620,OP-913,MT-5,0
DT-105779,20/09/2023 22:00,Plant A,Line-3,M-21,Evening,Quality Issue,Quality,81,44,41,1804,OP-925,MT-5,0
DT-114455,27/07/2024 16:00,Plant C,Line-4,M-21,Night,Power Outage,External,10,263,28,7364,OP-615,MT-2,0
DT-115133,28/03/2024 16:00,Plant A,Line-3,M-21,Night,Planned Maintenance,Planned,144,86,30,2580,OP-932,MT-1,1
DT-111684,25/11/2023 23:00,Plant B,Line-3,M-21,Morning,Unplanned Maintenance,Unplanned,105,306,15,4590,OP-626,MT-2,0
DT-108927,30/10/2023 4:00,Plant A,Line-3,M-21,Night,Material Shortage,Supply Chain,98,93,41,3813,OP-962,MT-2,0
DT-117115,14/04/2023 1:00,Plant A,Line-3,M-21,Evening,Material Shortage,Supply Chain,82,418,43,17974,OP-976,MT-1,0
DT-103206,24/03/2023 20:00,Plant C,Line-3,M-21,Evening,Power Outage,External,206,443,41,18163,OP-632,MT-5,0
DT-118434,10/03/2023 2:00,Plant B,Line-3,M-21,Evening,Material Shortage,Supply Chain,192,136,44,5984,OP-639,MT-1,0
DT-100879,29/11/2023 5:00,Plant C,Line-3,M-21,Evening,Mechanical Failure,Technical,321,199,34,6766,OP-653,MT-4,0
DT-119820,10/11/2024 16:00,Plant B,Line-3,M-21,Evening,Power Outage,External,219,103,28,2884,OP-672,MT-1,0
DT-112959,28/05/2023 17:00,Plant B,Line-3,M-21,Morning,Power Outage,External,116,426,27,11502,OP-677,MT-4,0
DT-109827,14/07/2023 20:00,Plant C,Line-3,M-21,Morning,Material Shortage,Supply Chain,69,314,18,5652,OP-678,MT-1,0
DT-116449,23/12/2023 7:00,Plant C,Line-3,M-21,Night,Operator Error,Human,79,314,58,18212,OP-680,MT-5,0
DT-105001,04/07/2023 19:00,Plant B,Line-3,M-21,Morning,Electrical Issue,Technical,151,270,41,11070,OP-691,MT-1,0
DT-114981,17/03/2023 21:00,Plant B,Line-3,M-21,Night,Mechanical Failure,Technical,158,354,59,20886,OP-706,MT-4,0
DT-114509,10/06/2024 21:00,Plant B,Line-3,M-21,Morning,Mechanical Failure,Technical,211,442,23,10166,OP-711,MT-3,0
DT-105374,05/10/2023 17:00,Plant C,Line-3,M-21,Night,Operator Error,Human,339,101,51,5151,OP-715,MT-3,0
DT-100742,31/08/2024 2:00,Plant C,Line-3,M-21,Morning,Planned Maintenance,Planned,165,348,21,7308,OP-719,MT-5,1
DT-102466,18/06/2023 1:00,Plant C,Line-3,M-21,Night,Unplanned Maintenance,Unplanned,294,121,30,3630,OP-728,MT-1,0
DT-100958,30/10/2024 0:00,Plant B,Line-3,M-21,Night,Power Outage,External,193,479,27,12933,OP-735,MT-1,0
DT-118744,14/04/2023 11:00,Plant C,Line-3,M-21,Night,Material Shortage,Supply Chain,5,216,36,7776,OP-738,MT-1,0
DT-107388,18/04/2024 15:00,Plant B,Line-3,M-21,Morning,Material Shortage,Supply Chain,176,233,35,8155,OP-743,MT-2,0
DT-111530,16/12/2024 17:00,Plant C,Line-3,M-21,Evening,Quality Issue,Quality,6,381,52,19812,OP-747,MT-1,0
DT-105598,23/11/2024 22:00,Plant C,Line-3,M-21,Night,Unplanned Maintenance,Unplanned,177,100,54,5400,OP-765,MT-4,0
DT-103088,26/05/2024 14:00,Plant B,Line-3,M-21,Morning,Unplanned Maintenance,Unplanned,121,345,57,19665,OP-770,MT-4,0
DT-116112,13/07/2023 19:00,Plant C,Line-3,M-21,Night,Electrical Issue,Technical,251,359,52,18668,OP-772,MT-4,0
DT-105218,23/10/2024 7:00,Plant B,Line-3,M-21,Night,Electrical Issue,Technical,67,193,23,4439,OP-774,MT-4,0
DT-118547,21/10/2024 1:00,Plant C,Line-3,M-21,Evening,Mechanical Failure,Technical,42,258,40,10320,OP-776,MT-2,0
DT-103589,01/11/2024 23:00,Plant B,Line-3,M-21,Night,Operator Error,Human,216,152,52,7904,OP-778,MT-5,0
DT-117477,01/10/2024 16:00,Plant C,Line-3,M-21,Evening,Operator Error,Human,316,414,25,10350,OP-783,MT-2,0
DT-105413,14/07/2024 0:00,Plant C,Line-3,M-21,Evening,Unplanned Maintenance,Unplanned,25,87,29,2523,OP-811,MT-3,0
DT-111553,16/06/2023 17:00,Plant C,Line-3,M-21,Night,Mechanical Failure,Technical,263,358,59,21122,OP-817,MT-4,0
DT-110168,29/05/2023 22:00,Plant C,Line-3,M-21,Evening,Planned Maintenance,Planned,183,414,38,15732,OP-819,MT-3,1
DT-115008,04/02/2024 18:00,Plant B,Line-3,M-21,Night,Material Shortage,Supply Chain,111,116,30,3480,OP-834,MT-3,0
DT-112950,12/03/2024 9:00,Plant C,Line-3,M-21,Morning,Safety Stop,Compliance,73,54,21,1134,OP-845,MT-2,0
DT-111625,25/02/2023 6:00,Plant B,Line-3,M-21,Evening,Quality Issue,Quality,195,465,35,16275,OP-849,MT-1,0
DT-114528,06/01/2023 11:00,Plant B,Line-3,M-21,Morning,Material Shortage,Supply Chain,3,209,38,7942,OP-872,MT-2,0
DT-117575,07/03/2024 22:00,Plant B,Line-3,M-21,Night,Power Outage,External,347,121,46,5566,OP-882,MT-4,0
DT-115461,05/03/2024 8:00,Plant B,Line-3,M-21,Night,Electrical Issue,Technical,20,190,25,4750,OP-884,MT-2,0
DT-109979,19/02/2024 21:00,Plant C,Line-3,M-21,Morning,Quality Issue,Quality,40,362,48,17376,OP-895,MT-1,0
DT-115136,01/11/2023 16:00,Plant C,Line-3,M-21,Morning,Quality Issue,Quality,162,46,21,966,OP-911,MT-2,0
DT-109755,23/05/2024 12:00,Plant C,Line-3,M-21,Morning,Electrical Issue,Technical,292,108,52,5616,OP-912,MT-1,0
DT-104067,20/04/2023 2:00,Plant B,Line-3,M-21,Morning,Power Outage,External,347,112,44,4928,OP-935,MT-2,0
DT-119244,08/04/2024 2:00,Plant C,Line-3,M-21,Morning,Mechanical Failure,Technical,114,460,22,10120,OP-964,MT-2,0
DT-113816,28/01/2023 10:00,Plant C,Line-3,M-21,Evening,Operator Error,Human,288,89,52,4628,OP-981,MT-1,0
DT-111933,01/07/2023 9:00,Plant B,Line-1,M-21,Evening,Unplanned Maintenance,Unplanned,69,343,54,18522,OP-621,MT-5,0
DT-114564,01/09/2023 17:00,Plant C,Line-1,M-21,Night,Power Outage,External,355,131,31,4061,OP-622,MT-2,0
DT-107610,11/01/2023 16:00,Plant B,Line-4,M-21,Night,Planned Maintenance,Planned,243,343,46,15778,OP-622,MT-5,1
DT-105784,20/04/2024 22:00,Plant B,Line-4,M-21,Morning,Planned Maintenance,Planned,265,394,29,11426,OP-630,MT-1,1
DT-116723,08/04/2024 4:00,Plant C,Line-1,M-21,Night,Material Shortage,Supply Chain,13,319,26,8294,OP-634,MT-5,0
DT-101778,24/08/2023 16:00,Plant A,Line-4,M-21,Evening,Safety Stop,Compliance,293,304,53,16112,OP-107,MT-4,0
DT-100607,15/05/2024 15:00,Plant C,Line-5,M-21,Morning,Unplanned Maintenance,Unplanned,161,243,26,6318,OP-637,MT-5,0
DT-102494,09/03/2023 20:00,Plant A,Line-4,M-21,Morning,Quality Issue,Quality,301,270,41,11070,OP-112,MT-2,0
DT-104831,20/09/2023 9:00,Plant B,Line-4,M-21,Evening,Quality Issue,Quality,313,83,25,2075,OP-638,MT-3,0
DT-116054,23/05/2024 10:00,Plant B,Line-5,M-21,Evening,Planned Maintenance,Planned,289,220,48,10560,OP-638,MT-1,1
DT-113365,07/06/2024 11:00,Plant A,Line-4,M-21,Night,Unplanned Maintenance,Unplanned,16,417,18,7506,OP-116,MT-3,0
DT-106561,29/08/2024 23:00,Plant A,Line-4,M-21,Morning,Safety Stop,Compliance,73,41,51,2091,OP-122,MT-1,0
DT-101190,06/05/2023 20:00,Plant B,Line-4,M-21,Night,Safety Stop,Compliance,181,313,18,5634,OP-641,MT-4,0
DT-106435,02/04/2024 8:00,Plant C,Line-5,M-21,Morning,Unplanned Maintenance,Unplanned,67,300,46,13800,OP-641,MT-1,0
DT-100769,05/09/2023 23:00,Plant A,Line-4,M-21,Morning,Quality Issue,Quality,282,375,42,15750,OP-139,MT-5,0
DT-100300,07/12/2024 14:00,Plant C,Line-5,M-21,Evening,Planned Maintenance,Planned,51,319,24,7656,OP-645,MT-1,1
DT-101767,26/05/2024 1:00,Plant A,Line-4,M-21,Evening,Planned Maintenance,Planned,84,201,28,5628,OP-158,MT-4,1
DT-109319,02/08/2024 1:00,Plant A,Line-4,M-21,Night,Unplanned Maintenance,Unplanned,182,247,27,6669,OP-165,MT-3,0
DT-113711,25/10/2024 11:00,Plant C,Line-1,M-21,Morning,Mechanical Failure,Technical,155,487,42,20454,OP-649,MT-3,0
DT-101286,23/08/2023 10:00,Plant A,Line-4,M-21,Morning,Electrical Issue,Technical,9,104,31,3224,OP-182,MT-2,0
DT-106393,13/02/2023 8:00,Plant A,Line-4,M-21,Morning,Power Outage,External,29,314,17,5338,OP-192,MT-5,0
DT-119736,01/07/2023 14:00,Plant A,Line-4,M-21,Morning,Planned Maintenance,Planned,333,385,17,6545,OP-210,MT-3,1
DT-112755,08/10/2024 13:00,Plant B,Line-1,M-21,Night,Planned Maintenance,Planned,175,445,32,14240,OP-658,MT-5,1
DT-114540,05/02/2024 11:00,Plant C,Line-1,M-21,Morning,Unplanned Maintenance,Unplanned,357,165,31,5115,OP-663,MT-3,0
DT-105674,29/10/2024 4:00,Plant A,Line-4,M-21,Night,Safety Stop,Compliance,93,319,39,12441,OP-242,MT-5,0
DT-105297,24/04/2024 0:00,Plant C,Line-5,M-21,Night,Safety Stop,Compliance,125,205,43,8815,OP-664,MT-4,0
DT-119794,15/11/2023 4:00,Plant B,Line-1,M-21,Evening,Safety Stop,Compliance,298,397,27,10719,OP-665,MT-1,0
DT-109683,12/12/2023 21:00,Plant B,Line-4,M-21,Morning,Electrical Issue,Technical,298,52,20,1040,OP-665,MT-4,0
DT-117320,11/03/2024 0:00,Plant C,Line-5,M-21,Morning,Safety Stop,Compliance,295,477,33,15741,OP-665,MT-3,0
DT-119587,17/10/2024 20:00,Plant A,Line-4,M-21,Morning,Operator Error,Human,94,109,21,2289,OP-270,MT-2,0
DT-114687,06/11/2024 23:00,Plant C,Line-1,M-21,Night,Operator Error,Human,284,169,22,3718,OP-670,MT-3,0
DT-110792,19/09/2024 13:00,Plant A,Line-4,M-21,Night,Operator Error,Human,166,364,33,12012,OP-280,MT-3,0
DT-110497,24/10/2023 7:00,Plant A,Line-4,M-21,Evening,Safety Stop,Compliance,181,319,50,15950,OP-281,MT-5,0
DT-115665,11/05/2024 9:00,Plant A,Line-4,M-21,Night,Planned Maintenance,Planned,88,351,30,10530,OP-305,MT-3,1
DT-118802,20/11/2023 4:00,Plant C,Line-4,M-21,Morning,Quality Issue,Quality,307,428,58,24824,OP-676,MT-4,0
DT-111419,30/06/2023 9:00,Plant A,Line-4,M-21,Evening,Power Outage,External,77,55,48,2640,OP-315,MT-1,0
DT-102683,12/12/2024 15:00,Plant A,Line-4,M-21,Morning,Unplanned Maintenance,Unplanned,312,435,24,10440,OP-342,MT-4,0
DT-105768,05/11/2024 22:00,Plant A,Line-4,M-21,Night,Material Shortage,Supply Chain,138,216,23,4968,OP-348,MT-5,0
DT-104686,26/03/2023 15:00,Plant A,Line-4,M-21,Morning,Material Shortage,Supply Chain,349,355,26,9230,OP-353,MT-3,0
DT-119604,21/08/2024 23:00,Plant B,Line-5,M-21,Morning,Quality Issue,Quality,73,222,15,3330,OP-685,MT-3,0
DT-108243,30/07/2023 1:00,Plant A,Line-4,M-21,Night,Electrical Issue,Technical,113,94,24,2256,OP-371,MT-1,0
DT-106920,27/08/2024 0:00,Plant A,Line-4,M-21,Evening,Mechanical Failure,Technical,5,43,46,1978,OP-378,MT-2,0
DT-109995,14/07/2023 19:00,Plant A,Line-4,M-21,Morning,Mechanical Failure,Technical,265,306,54,16524,OP-381,MT-4,0
DT-113782,21/08/2023 9:00,Plant A,Line-4,M-21,Evening,Electrical Issue,Technical,100,233,51,11883,OP-411,MT-3,0
DT-107935,26/02/2023 15:00,Plant A,Line-4,M-21,Night,Quality Issue,Quality,223,154,22,3388,OP-430,MT-2,0
DT-111995,09/05/2023 7:00,Plant A,Line-4,M-21,Morning,Operator Error,Human,277,100,24,2400,OP-460,MT-3,0
DT-112954,22/05/2024 10:00,Plant B,Line-5,M-21,Evening,Safety Stop,Compliance,146,308,42,12936,OP-712,MT-4,0
DT-113595,11/06/2024 0:00,Plant A,Line-4,M-21,Morning,Unplanned Maintenance,Unplanned,141,71,20,1420,OP-492,MT-4,0
DT-117066,18/10/2023 4:00,Plant C,Line-5,M-21,Morning,Electrical Issue,Technical,24,321,44,14124,OP-714,MT-4,0
DT-105613,05/07/2024 23:00,Plant A,Line-4,M-21,Evening,Mechanical Failure,Technical,115,34,59,2006,OP-499,MT-1,0
DT-109955,12/04/2023 6:00,Plant C,Line-5,M-21,Evening,Operator Error,Human,216,253,36,9108,OP-717,MT-2,0
DT-107658,24/12/2024 5:00,Plant C,Line-4,M-21,Evening,Quality Issue,Quality,75,242,59,14278,OP-718,MT-2,0
DT-111014,17/01/2023 11:00,Plant C,Line-1,M-21,Night,Material Shortage,Supply Chain,102,194,48,9312,OP-721,MT-1,0
DT-118810,17/09/2023 11:00,Plant A,Line-4,M-21,Night,Operator Error,Human,189,382,25,9550,OP-535,MT-2,0
DT-104013,21/08/2024 13:00,Plant B,Line-1,M-21,Evening,Electrical Issue,Technical,27,119,40,4760,OP-722,MT-4,0
DT-110515,09/01/2023 3:00,Plant A,Line-4,M-21,Morning,Electrical Issue,Technical,38,434,36,15624,OP-563,MT-3,0
DT-108077,12/09/2024 13:00,Plant A,Line-4,M-21,Evening,Planned Maintenance,Planned,132,65,15,975,OP-571,MT-1,1
DT-113306,15/11/2023 16:00,Plant A,Line-4,M-21,Night,Mechanical Failure,Technical,145,104,27,2808,OP-578,MT-2,0
DT-109343,09/06/2023 3:00,Plant C,Line-5,M-21,Night,Electrical Issue,Technical,226,429,23,9867,OP-731,MT-5,0
DT-115891,24/01/2023 9:00,Plant A,Line-4,M-21,Morning,Operator Error,Human,138,296,47,13912,OP-593,MT-3,0
DT-113458,22/07/2023 14:00,Plant A,Line-4,M-21,Morning,Unplanned Maintenance,Unplanned,180,105,55,5775,OP-607,MT-2,0
DT-109731,22/03/2023 14:00,Plant A,Line-4,M-21,Night,Safety Stop,Compliance,239,492,18,8856,OP-610,MT-3,0
DT-100623,28/02/2024 9:00,Plant A,Line-4,M-21,Night,Quality Issue,Quality,171,237,43,10191,OP-618,MT-5,0
DT-108702,19/11/2024 16:00,Plant A,Line-4,M-21,Night,Operator Error,Human,233,136,37,5032,OP-622,MT-3,0
DT-113416,02/05/2023 15:00,Plant A,Line-4,M-21,Morning,Power Outage,External,350,229,45,10305,OP-623,MT-3,0
DT-100717,04/01/2024 5:00,Plant B,Line-4,M-21,Evening,Electrical Issue,Technical,30,129,34,4386,OP-743,MT-4,0
DT-111341,05/03/2024 14:00,Plant B,Line-5,M-21,Evening,Quality Issue,Quality,176,354,54,19116,OP-744,MT-1,0
DT-105817,16/05/2024 22:00,Plant C,Line-5,M-21,Night,Power Outage,External,108,424,44,18656,OP-748,MT-4,0
DT-102289,12/03/2024 23:00,Plant B,Line-4,M-21,Evening,Planned Maintenance,Planned,139,132,51,6732,OP-750,MT-3,1
DT-110808,17/06/2023 6:00,Plant A,Line-4,M-21,Night,Power Outage,External,191,256,27,6912,OP-691,MT-5,0
DT-104696,17/02/2023 13:00,Plant A,Line-4,M-21,Night,Quality Issue,Quality,227,329,35,11515,OP-703,MT-3,0
DT-109957,02/07/2024 4:00,Plant A,Line-4,M-21,Night,Material Shortage,Supply Chain,77,465,20,9300,OP-706,MT-4,0
DT-111699,31/10/2023 10:00,Plant A,Line-4,M-21,Morning,Power Outage,External,131,260,45,11700,OP-709,MT-3,0
DT-112264,26/09/2024 18:00,Plant A,Line-4,M-21,Night,Unplanned Maintenance,Unplanned,77,23,30,690,OP-709,MT-3,0
DT-104651,06/12/2024 20:00,Plant B,Line-1,M-21,Morning,Quality Issue,Quality,308,478,37,17686,OP-758,MT-5,0
DT-102724,14/06/2024 17:00,Plant A,Line-4,M-21,Evening,Quality Issue,Quality,348,19,44,836,OP-719,MT-3,0
DT-110529,17/11/2024 9:00,Plant C,Line-4,M-21,Night,Unplanned Maintenance,Unplanned,138,190,23,4370,OP-760,MT-2,0
DT-105567,01/02/2024 20:00,Plant C,Line-1,M-21,Evening,Mechanical Failure,Technical,241,90,44,3960,OP-766,MT-5,0
DT-112921,09/01/2023 17:00,Plant C,Line-5,M-21,Evening,Operator Error,Human,89,322,37,11914,OP-767,MT-5,0
DT-118963,06/08/2023 6:00,Plant A,Line-4,M-21,Night,Safety Stop,Compliance,97,365,23,8395,OP-766,MT-4,0
DT-100808,04/04/2023 11:00,Plant C,Line-5,M-21,Night,Material Shortage,Supply Chain,56,145,30,4350,OP-769,MT-5,0
DT-104723,31/07/2024 3:00,Plant A,Line-4,M-21,Night,Quality Issue,Quality,293,343,23,7889,OP-780,MT-5,0
DT-110088,23/12/2024 5:00,Plant A,Line-4,M-21,Evening,Unplanned Maintenance,Unplanned,163,252,50,12600,OP-793,MT-1,0
DT-119345,13/03/2024 4:00,Plant A,Line-4,M-21,Morning,Safety Stop,Compliance,218,339,38,12882,OP-794,MT-2,0
DT-103470,29/01/2024 15:00,Plant B,Line-4,M-21,Night,Material Shortage,Supply Chain,245,251,56,14056,OP-775,MT-4,0
DT-103390,02/08/2024 21:00,Plant A,Line-4,M-21,Morning,Operator Error,Human,103,118,56,6608,OP-802,MT-3,0
DT-113019,13/11/2024 5:00,Plant C,Line-5,M-21,Morning,Quality Issue,Quality,232,360,15,5400,OP-779,MT-1,0
DT-117553,09/08/2023 13:00,Plant A,Line-4,M-21,Evening,Operator Error,Human,190,406,53,21518,OP-824,MT-2,0
DT-101203,31/03/2023 3:00,Plant A,Line-4,M-21,Night,Material Shortage,Supply Chain,288,325,46,14950,OP-833,MT-2,0
DT-117679,26/01/2023 20:00,Plant B,Line-1,M-21,Night,Power Outage,External,141,397,33,13101,OP-781,MT-5,0
DT-116953,28/12/2023 14:00,Plant A,Line-4,M-21,Morning,Material Shortage,Supply Chain,104,336,18,6048,OP-847,MT-5,0
DT-110762,07/03/2024 2:00,Plant C,Line-5,M-21,Evening,Mechanical Failure,Technical,30,110,55,6050,OP-785,MT-2,0
DT-119273,19/10/2024 4:00,Plant A,Line-4,M-21,Morning,Unplanned Maintenance,Unplanned,282,242,36,8712,OP-862,MT-2,0
DT-118327,09/04/2023 14:00,Plant B,Line-5,M-21,Night,Planned Maintenance,Planned,104,441,50,22050,OP-787,MT-2,1
DT-101052,25/02/2023 21:00,Plant B,Line-5,M-21,Morning,Power Outage,External,216,340,44,14960,OP-794,MT-2,0
DT-110653,11/12/2023 15:00,Plant B,Line-4,M-21,Morning,Material Shortage,Supply Chain,36,42,47,1974,OP-795,MT-3,0
DT-102963,11/08/2024 10:00,Plant C,Line-4,M-21,Morning,Material Shortage,Supply Chain,141,394,21,8274,OP-795,MT-3,0
DT-106059,02/05/2024 1:00,Plant C,Line-5,M-21,Evening,Electrical Issue,Technical,284,235,41,9635,OP-795,MT-5,0
DT-109462,03/06/2024 11:00,Plant A,Line-4,M-21,Night,Mechanical Failure,Technical,38,159,53,8427,OP-910,MT-2,0
DT-105887,20/11/2023 2:00,Plant A,Line-4,M-21,Evening,Unplanned Maintenance,Unplanned,187,331,48,15888,OP-918,MT-4,0
DT-103958,31/05/2024 8:00,Plant A,Line-4,M-21,Evening,Operator Error,Human,312,388,48,18624,OP-923,MT-2,0
DT-109260,16/04/2024 6:00,Plant B,Line-1,M-21,Evening,Operator Error,Human,220,435,36,15660,OP-800,MT-4,0
DT-102819,14/01/2024 11:00,Plant B,Line-5,M-21,Night,Mechanical Failure,Technical,320,82,56,4592,OP-800,MT-3,0
DT-106863,20/07/2024 16:00,Plant A,Line-4,M-21,Evening,Material Shortage,Supply Chain,249,289,32,9248,OP-931,MT-1,0
DT-106644,28/12/2024 6:00,Plant A,Line-4,M-21,Morning,Electrical Issue,Technical,195,142,41,5822,OP-935,MT-5,0
